public_code,name,address,city,province,autonomous_community,postal_code,hospital_class,ownership,active
110259,Hospital Punta de Europa,Carretera Getares S/N,Algeciras,Cádiz,Andalucía,11207,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110282,Hospital Quirón Campo de Gibraltar,Calle Arttysur - P. E. T. Las Marismas de Palmones S/N,"Barrios, Los",Cádiz,Andalucía,11379,Hospitales Generales,Privados,N
110051,Hospital San Rafael,Calle Diego Arias 2,Cádiz,Cádiz,Andalucía,11002,Hospitales Generales,Privados,N
110048,Hospital Nuestra Sra. de La Salud Ha S.L.,Calle Feduchy 8-14,Cádiz,Cádiz,Andalucía,11001,Hospitales Generales,Privados,N
110327,Hospital Universitario Puerta del Mar,Avenida Ana de Viya 21,Cádiz,Cádiz,Andalucía,11009,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110248,Hospital Viamed Bahía de Cádiz,Calle Ayala 2,Chiclana de la Frontera,Cádiz,Andalucía,11130,Hospitales Generales,Privados,N
110260,Hospital Viamed Novo Sancti Petri,"Avenida Octavio Augusto, S/N S/N",Chiclana de la Frontera,Cádiz,Andalucía,11139,Hospitales Generales,Privados,N
110103,Clínica Los Álamos,Avenida Tamarix 4,Jerez de la Frontera,Cádiz,Andalucía,11407,Hospitales Generales,Privados,N
110239,Hospital Jerez Puerta del Sur,Avenida Puerta del Sur S/N,Jerez de la Frontera,Cádiz,Andalucía,11408,Hospitales Generales,Privados,N
110125,Hospital San Juan Grande,Glorieta Doctor Félix Rodriguez de La Fuente S/N,Jerez de la Frontera,Cádiz,Andalucía,11408,Hospitales Generales,Privados,N
110110,Hospital Universitario de Jerez de La Frontera,Carretera Ronda Circunvalación S/N,Jerez de la Frontera,Cádiz,Andalucía,11408,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110316,Hospital de La Línea de La Concepción,"Ronda Norte, Esquina C/ Gabriel Mirã³ S/N","Línea de la Concepción, La",Cádiz,Andalucía,11300,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110162,Hospital General Santa Maria del Puerto,Calle Valdés S/N,"Puerto de Santa María, El",Cádiz,Andalucía,11500,Hospitales Generales,Privados,N
110184,Hospital Universitario de Puerto Real,"Carretera Nacional Ib., Km. 665 S/N",Puerto Real,Cádiz,Andalucía,11510,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110305,Hospital San Carlos de San Fernando,Paseo Capitán Conforto S/N,San Fernando,Cádiz,Andalucía,11100,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110223,Hospital Virgen del Camino,"Carretera Sanlúcar-Chipiona, S/N S/N",Sanlúcar de Barrameda,Cádiz,Andalucía,11540,Hospitales Generales,Privados,N
110213,Hospital de Alta Resolución de Especialidades de La Janda,Polígono 53 Parcela 72 S/N,Vejer de la Frontera,Cádiz,Andalucía,11150,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
110218,Hospital Virgen de Las Montañas,Avenida Ambulatorio S/N,Villamartín,Cádiz,Andalucía,11650,Hospitales Generales,Privados,N
010088,Hospital de Leza,Calle Hospital de Leza 1,Laguardia,Álava,País Vasco,01309,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
010040,Hospital Vithas Vitoria,Calle Beato Tomas de Zumarraga 10,Vitoria-Gasteiz,Álava,País Vasco,01008,Hospitales Generales,Privados,N
010053,Hospital Quironsalud Vitoria,Calle La Esperanza 3,Vitoria-Gasteiz,Álava,País Vasco,01002,Hospitales Generales,Privados,N
010035,Red de Salud Mental de Araba (Hospital Psiquiátrico de Araba),"Calle Álava, Calle/Kalea 43",Vitoria-Gasteiz,Álava,País Vasco,01006,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
010090,Hospital Universitario Araba (Sede Txagorritxu y Sede Santiago),Calle José Achotegui 1,Vitoria-Gasteiz,Álava,País Vasco,01009,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
020100,Hospital Quironsalud Albacete,Plaza Del Madroño 11,Albacete,Albacete,Castilla-La Mancha,02008,Hospitales Generales,Privados,N
020061,Hospital Quironsalud Santa Cristina,Calle Perez Galdós 7-9,Albacete,Albacete,Castilla-La Mancha,02003,Hospitales Generales,Privados,N
020030,Hospital General Universitario de Albacete,Calle Hermanos Falco 37,Albacete,Albacete,Castilla-La Mancha,02006,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
020158,Centro de Atención A La Salud Mental La Milagrosa,Travesía De La Igualdad S/N,Albacete,Albacete,Castilla-La Mancha,02006,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
020117,Hospital Universitario Nuestra Señora del Perpetuo Socorro,Calle Seminario 4,Albacete,Albacete,Castilla-La Mancha,02006,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
020136,Hospital General de Almansa,Avenida Adolfo Suarez S/N,Almansa,Albacete,Castilla-La Mancha,02640,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
020096,Hospital de Hellín,Calle Juan Ramon Jimenez 40,Hellín,Albacete,Castilla-La Mancha,02400,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
020147,Hospital General de Villarrobledo,"Avenida Miguel de Cervantes C/V Ctra. Provencio KM. 0,3",Villarrobledo,Albacete,Castilla-La Mancha,02600,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030089,Hospital IMED San Jorge,Calle Oliver 55,Alcoy/Alcoi,Alicante,Comunidad Valenciana,03802,Hospitales Generales,Privados,N
030067,Hospital Virgen de Los Lirios,Calle Caramanxel S/N,Alcoy/Alcoi,Alicante,Comunidad Valenciana,03804,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030036,Clínica Vistahermosa Grupo Ha,Avenida Denia 103,Alicante/Alacant,Alicante,Comunidad Valenciana,03015,Hospitales Generales,Privados,N
030041,Vithas Hospital Perpetuo Internacional,Plaza Doctor Gómez Ulla 15,Alicante/Alacant,Alicante,Comunidad Valenciana,03013,Hospitales Generales,Privados,N
030226,Hospital Medimar Internacional,Avenida Denia 78,Alicante/Alacant,Alicante,Comunidad Valenciana,03016,Hospitales Generales,Privados,N
030232,Hospital Psiquiátrico Penitenciario de Fontcalent,Complejo Centro Penitenc. Fontcalen 1,Alicante/Alacant,Alicante,Comunidad Valenciana,03113,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Estatal,N
030015,Hospital General Universitario Dr. Balmis,Avenida Pintor Baeza 12,Alicante/Alacant,Alicante,Comunidad Valenciana,03010,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030092,Hospital Clínica Benidorm,Avenida Alfonso Puchades 8,Benidorm,Alicante,Comunidad Valenciana,03501,Hospitales Generales,Privados,N
030328,Hospital IMED Levante,Calle Dr. Santiago Ramon y Cajal 7,Benidorm,Alicante,Comunidad Valenciana,03503,Hospitales Generales,Privados,N
030406,Hospital Internacional Hcb Denia,Avenida Gandía 45,Dénia,Alicante,Comunidad Valenciana,03700,Hospitales Generales,Privados,N
030128,Hospital San Carlos de Denia Grupo HA,Partida Madrigueres Sud 8,Dénia,Alicante,Comunidad Valenciana,03700,Hospitales Generales,Privados,N
030340,Hospital de Denia,Partida Beniadla S/N,Dénia,Alicante,Comunidad Valenciana,03700,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030351,Hospital La Pedrera,Partida Plana Est 4,Dénia,Alicante,Comunidad Valenciana,03700,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030384,Hospital IMED Elche,Calle Max Planck S/N,Elche/Elx,Alicante,Comunidad Valenciana,03203,Hospitales Generales,Privados,N
030373,Hospital Universitario Vinalopó,Calle Tonico Sansano Mora 14,Elche/Elx,Alicante,Comunidad Valenciana,03293,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030152,Hospital General Universitario de Elche,Calle Cami Almazara 11,Elche/Elx,Alicante,Comunidad Valenciana,03203,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030165,Hospital General Universitario de Elda-Virgen de La Salud,Carretera Sax S/N,Elda,Alicante,Comunidad Valenciana,03600,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030362,Centro de Rehabilitación Neurológica Casaverde,Calle Ponent 15,Mutxamel,Alicante,Comunidad Valenciana,03110,Hospitales especializados,Privados,N
030211,Hospital Vega Baja de Orihuela,Carretera Orihuela-Almoradi S/N,Orihuela,Alicante,Comunidad Valenciana,03314,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030187,Hospital Sant Vicent del Raspeig,Calle Lillo Juan 137,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,Comunidad Valenciana,03690,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030250,Hospital Universitario San Juan de Alicante,"Carretera C.Nal. 332, Alicante-Valencia S/N",Sant Joan d'Alacant,Alicante,Comunidad Valenciana,03550,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030298,Hospital Quironsalud Torrevieja,Partida De La Loma S/N,Torrevieja,Alicante,Comunidad Valenciana,03184,Hospitales Generales,Privados,N
030339,Hospital Universitario de Torrevieja,Carretera Carretera C.V. 95 S. Miguel Salinas-Torrevieja Pda. La Ceñuela S/N,Torrevieja,Alicante,Comunidad Valenciana,03186,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
030190,Sanatorio San Francisco de Borja Fontilles,"Carretera Orba-Vall de Laguar, Km 4 Numero S/N","Vall de Laguar, la",Alicante,Comunidad Valenciana,03791,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,N
030204,Hospital Marina Baixa de La Vila Joiosa,Avenida Alcalde En Jaume Botella Mayor 7,"Villajoyosa/Vila Joiosa, la",Alicante,Comunidad Valenciana,03570,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
040059,Hospital Virgen del Mar,Carretera Del Mami KM 1,Almería,Almería,Andalucía,04120,Hospitales Generales,Privados,N
040101,Hospital Mediterráneo,Calle Nueva Musa 8,Almería,Almería,Andalucía,04007,Hospitales Generales,Privados,N
040127,Hospital de Alta Resolución El Toyo,Camino De La Botica S/N,Almería,Almería,Andalucía,04131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
040010,Hospital Universitario Torrecardenas,Calle Paraje Torrecardenas S/N,Almería,Almería,Andalucía,04009,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
040138,Hospital Materno Infantil,Calle Donantes de Sangre S/N,Almería,Almería,Andalucía,04700,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
040118,Hospital Universitario de Poniente,Carretera Almerimar S/N,"Ejido, El",Almería,Andalucía,04700,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
040084,Hospital La Inmaculada,Avenida Doctora Ana Parra S/N,Huércal-Overa,Almería,Andalucía,04600,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
050072,Hospital de Salud Mental Casta Salud Arévalo,"Paseo San Juan Bosco, 2",Arévalo,Ávila,Castilla y León,05200,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
050049,Hospital Santa Teresa,Avenida Santa Cruz de Tenerife 11,Ávila,Ávila,Castilla y León,05005,Hospitales Generales,Privados,N
050034,Hospital Provincial de Ávila,"Calle Jesús del Gran Poder, 42",Ávila,Ávila,Castilla y León,05003,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
050013,Hospital Nuestra Señora de Sonsoles,"Avenida De Juan Carlos I, S/N S/N",Ávila,Ávila,Castilla y León,05071,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060080,Hospital Ribera Almendralejo,Calle Monsalud 1,Almendralejo,Badajoz,Extremadura,06200,Hospitales de media y larga estancia,Privados,N
060242,Hospital Tierra de Barros,Carretera Nacional 630 0,Almendralejo,Badajoz,Extremadura,06200,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060286,Hospital Ribera Badajoz,Calle Federico Mayor Zaragoza 0,Badajoz,Badajoz,Extremadura,06006,Hospitales Generales,Privados,N
060172,Hospital Quironsalud Clideba,Calle Eladio Salinero de Los Santos 6,Badajoz,Badajoz,Extremadura,06011,Hospitales Generales,Privados,N
060037,Hospital Materno-Infantil,Calle Violeta 1,Badajoz,Badajoz,Extremadura,06010,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060021,Hospital Universitario de Badajoz,Avenida Elvas 0,Badajoz,Badajoz,Extremadura,06006,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060220,Hospital Perpetuo Socorro,Avenida Damián Téllez Lafuente 0,Badajoz,Badajoz,Extremadura,06010,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060107,Hospital de San Antonio,Calle Cervantes 12,Don Benito,Badajoz,Extremadura,06400,Hospitales especializados,Privados,N
060297,Hospital Parque Vegas Altas,Avenida Madrid 12,Don Benito,Badajoz,Extremadura,06400,Hospitales Generales,Privados,N
060093,Hospital Don Benito-Villanueva de La Serena,Carretera Don Benito Villanueva 0,Don Benito,Badajoz,Extremadura,06400,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060114,Hospital General de Llerena,Avenida Badajoz 1,Llerena,Badajoz,Extremadura,06900,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060275,Casaverde Centro de Rehabilitación Neurológico de Extremadura S.L.,Avenida Adolfo Suarez 56,Mérida,Badajoz,Extremadura,06800,Hospitales especializados,Privados,N
060129,Hospital de Mérida,Avenida Don Antonio Campos Hoyos 26,Mérida,Badajoz,Extremadura,06800,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060135,Centro Sociosanitario de Mérida,Carretera Valverde 0,Mérida,Badajoz,Extremadura,06800,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060231,Hospital Siberia-Serena,Carretera Talarrubias-Agudo Km 2 0,Talarrubias,Badajoz,Extremadura,06640,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
060140,Hospital Santa Justa,Calle Concepción 24,Villanueva de la Serena,Badajoz,Extremadura,06700,Hospitales Generales,Municipio,N
060208,Hospital de Zafra,Carretera Badajoz Granada 0,Zafra,Badajoz,Extremadura,06300,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070162,Hospital Joan March,Carretera Palma-Soller KM. 12,Bunyola,Illes Balears,Illes Balears,07110,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070456,Clínica Juaneda Ciutadella,Carretera Carretera Ciutadella - Sa Caleta 31,Ciutadella de Menorca,Illes Balears,Illes Balears,07760,Hospitales Generales,Privados,S
070244,Clínica Juaneda Menorca,Calle Canonge Moll S/N,Ciutadella de Menorca,Illes Balears,Illes Balears,07760,Hospitales Generales,Privados,N
070201,Policlínica Nuestra Sra. del Rosario,Vía Romana S/N,Eivissa,Illes Balears,Illes Balears,07800,Hospitales Generales,Privados,N
070184,Hospital Can Misses,Calle Corona S/N,Eivissa,Illes Balears,Illes Balears,07800,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070366,Hospital de Formentera,Calle Venda Des Brolls S/N,Formentera,Illes Balears,Illes Balears,07860,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070445,Hospital Sant Joan de Deu Inca,Avenida Jaume Ir 44,Inca,Illes Balears,Illes Balears,07300,Hospitales especializados,Privados,N
070377,Hospital Comarcal D´Inca,Carretera Vella de Llubi S/N,Inca,Illes Balears,Illes Balears,07300,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070423,Hospital Quironsalud Son Veri,Paseo Arbreda S/N,Llucmajor,Illes Balears,Illes Balears,07609,Hospitales Generales,Privados,N
070412,Hospital de Llevant,Calle Escamarla 6,Manacor,Illes Balears,Illes Balears,07680,Hospitales Generales,Privados,N
070309,Hospital de Manacor,Carretera Manacor - Alcudia S/N,Manacor,Illes Balears,Illes Balears,07500,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070295,Clínica Juaneda Mahón,Avenida Vives Llull 6,Maó-Mahón,Illes Balears,Illes Balears,07703,Hospitales Generales,Privados,N
070388,Hospital Mateu Orfila,Ronda Malbuger 1,Maó-Mahón,Illes Balears,Illes Balears,07703,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070260,Hospital Juaneda Muro,Calle Veler S/N,Muro,Illes Balears,Illes Balears,07459,Hospitales Generales,Privados,N
070064,Mutua Balear,Calle Bisbe Campins 4,Palma,Illes Balears,Illes Balears,07012,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,N
070131,Juaneda Miramar,Calle Cami de La Vileta 30,Palma,Illes Balears,Illes Balears,07011,Hospitales Generales,Privados,N
070344,Hospital Quironsalud Palmaplanas,Calle Cami Dels Reis 308,Palma,Illes Balears,Illes Balears,07010,Hospitales Generales,Privados,N
070110,Clínica Juaneda,Calle Company 30,Palma,Illes Balears,Illes Balears,07014,Hospitales Generales,Privados,N
070099,Clínica Rotger,Calle Santiago Russinyol 9,Palma,Illes Balears,Illes Balears,07012,Hospitales Generales,Privados,N
070434,Clínica Luz de Palma,Calle Camilo José Cela 20,Palma,Illes Balears,Illes Balears,07014,Hospitales Generales,Privados,N
070086,Hospital Sant Joan de Deu,Calle Sant Joan de Deu 7,Palma,Illes Balears,Illes Balears,07007,Hospitales de media y larga estancia,Privados,N
070070,Hospital de La Creu Roja Espanyola,Calle Pons I Gallarza 90,Palma,Illes Balears,Illes Balears,07004,Hospitales de media y larga estancia,Privados,N
070048,Hospital General de Mallorca,Plaza Hospital 3,Palma,Illes Balears,Illes Balears,07012,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070399,Hospital Universitari Son Espases,Carretera Valldemossa 79,Palma,Illes Balears,Illes Balears,07120,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070051,Hospital Psiquiatric,Calle Cami de Jesús 40,Palma,Illes Balears,Illes Balears,07010,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
070333,Hospital Son Llatzer,Carretera Manacor KM. 4,Palma,Illes Balears,Illes Balears,07198,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
081192,Centre Sociosanitari Can Torras,Calle Ferrer I Guardia 9,Alella,Barcelona,Cataluña,08328,Hospitales de media y larga estancia,Privados,N
081350,Centre Polivalent Can Fosc,Carretera De Llerona S/N,"Ametlla del Vallès, L'",Barcelona,Cataluña,08480,Hospitales de media y larga estancia,Privados,N
081616,Comunitat Terapéutica Arenys de Munt,Carretera Barri Orient Can Zariquiey 26,Arenys de Munt,Barcelona,Cataluña,08358,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
082213,Centre D'Hospitalitzacio I Hospital de Dia Trastorns de La Conducta,Calle Cires S/N,Argentona,Barcelona,Cataluña,08310,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
080333,Institut Guttmann,Camino Can Ruti S/N,Badalona,Barcelona,Cataluña,08916,Hospitales especializados,Privados,N
081694,Institut Catalá D'Oncologia - Hospital Germans Trías I Pujol,Carretera Canyet S/N,Badalona,Barcelona,Cataluña,08916,Hospitales especializados,Otras Entidades u o rganismos Públicos,N
080689,Centre Sociosanitari El Carme,"Camino Sant Jeroni de La Murtra, 60",Badalona,Barcelona,Cataluña,08917,Hospitales de media y larga estancia,Municipio,N
080673,Hospital Municipal de Badalona,Vía Augusta 9,Badalona,Barcelona,Cataluña,08911,Hospitales Generales,Municipio,N
080667,Hospital Universitari Germans Trías I Pujol de Badalona,Carretera Canyet S/N,Badalona,Barcelona,Cataluña,08916,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
080142,Clínica Mc Copernic,Calle Copernic 58,Barcelona,Barcelona,Cataluña,08006,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,N
080168,Hospital Egarsat Sant Honorat,Avenida Tibidabo 20,Barcelona,Barcelona,Cataluña,08022,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,N
080155,Clínica Mc Londres,Calle Londres 28-38,Barcelona,Barcelona,Cataluña,08029,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,N
080116,"Fremap, Hospital de Barcelona",Calle Madrazo 8,Barcelona,Barcelona,Cataluña,08006,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,N
080229,Clínica Nostra Senyora del Remei,Calle Escorial 148,Barcelona,Barcelona,Cataluña,08024,Hospitales Generales,Privados,N
082279,Eatica,Calle Angli 64,Barcelona,Barcelona,Cataluña,08017,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
082268,"Ronda de Dalt, Centre Sociosanitari",Calle Pare Mariana 15,Barcelona,Barcelona,Cataluña,08035,Hospitales de media y larga estancia,Privados,N
080235,Clínica Sagrada Familia,Calle Torras I Pujalt 1,Barcelona,Barcelona,Cataluña,08022,Hospitales Generales,Privados,N
082145,Centre Sociosanitari del Centre Integral de Salut Cotxeres,Avenida Borbo 18-30,Barcelona,Barcelona,Cataluña,08016,Hospitales de media y larga estancia,Privados,N
081920,Centre Integral de Serveis En Salut Mental Comunitaria,Calle Verntallat 11-19,Barcelona,Barcelona,Cataluña,08024,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081874,Clínica Galatea,Calle Palafolls 15-19,Barcelona,Barcelona,Cataluña,08017,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
080253,Hospital Mare de Déu de La Mercé?,Paseo Universal 34,Barcelona,Barcelona,Cataluña,08042,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
080575,Clínica Coroleu - Ssr Hestia.,Calle Coroleu 50,Barcelona,Barcelona,Cataluña,08030,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
080497,Centre Hospitalari Policlínica Barcelona,Calle Guillem Tell 4,Barcelona,Barcelona,Cataluña,08006,Hospitales Generales,Privados,N
080399,Hospital Quironsalud Barcelona,Plaza Alfons Comín 5,Barcelona,Barcelona,Cataluña,08023,Hospitales Generales,Privados,N
080370,Clínica Corachan,Calle Buigas 19,Barcelona,Barcelona,Cataluña,08017,Hospitales Generales,Privados,N
081942,"Lepant Residencial Qgg, S.L.",Calle Lepant 401-403,Barcelona,Barcelona,Cataluña,08025,Hospitales de media y larga estancia,Privados,N
082189,Centre Sociosanitari Isabel Roig,Calle Fernando Pessoa 47-51,Barcelona,Barcelona,Cataluña,08030,Hospitales de media y larga estancia,Privados,N
080538,Centre D'Oftalmologia Barraquer,Calle Muntaner 314,Barcelona,Barcelona,Cataluña,08021,Hospitales especializados,Privados,N
080484,Hospital de Barcelona,Avenida Diagonal 660,Barcelona,Barcelona,Cataluña,08034,Hospitales Generales,Privados,N
080478,"Centro Medico Teknon, Grupo Quironsalud",Calle Vilana 12,Barcelona,Barcelona,Cataluña,08022,Hospitales Generales,Privados,N
080446,Hospital Universitari Quirón Dexeus,Calle Sabino de Arana 5-19,Barcelona,Barcelona,Cataluña,08028,Hospitales Generales,Privados,N
080403,HM Nou Delfos,Avenida Vallcarca 151,Barcelona,Barcelona,Cataluña,08023,Hospitales Generales,Privados,N
080364,Hospital Universitari Sagrat Cor,Calle Viladomat 288,Barcelona,Barcelona,Cataluña,08029,Hospitales Generales,Privados,N
080291,Hospital de La Santa Creu I Sant Pau,Calle Sant Quinti 89,Barcelona,Barcelona,Cataluña,08041,Hospitales Generales,Privados,N
082246,Unitat Terapéutica-Educativa Acompanya'M,Calle Jesús I Maria 18-20,Barcelona,Barcelona,Cataluña,08022,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
082156,Clínica Sant Antoni,Calle Sant Eloi 6-8,Barcelona,Barcelona,Cataluña,08038,Hospitales de media y larga estancia,Privados,N
082134,Ita Maresme,Calle Avenir 14,Barcelona,Barcelona,Cataluña,08006,Hospitales especializados,Privados,N
081964,Unitat Polivalent Salut Mental Barcelona-Nord,Avenida Jorda 8,Barcelona,Barcelona,Cataluña,08035,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081931,Centre Sociosanitari Sant Jordi de La Vall D'Hebron,Paseo Vall D'Hebron 135-141,Barcelona,Barcelona,Cataluña,08035,Hospitales de media y larga estancia,Privados,N
081830,Centre Sociosanitari Blauclinic Dolors Aleu,Calle Marques de Santa Anna 9,Barcelona,Barcelona,Cataluña,08023,Hospitales de media y larga estancia,Privados,N
081762,Hestia Gracia,Calle Secretari Coloma 95,Barcelona,Barcelona,Cataluña,08024,Hospitales de media y larga estancia,Privados,N
080386,Clínica Tres Torres,Calle Doctor Roux 76,Barcelona,Barcelona,Cataluña,08017,Hospitales Generales,Privados,N
080348,Fundacio Puigvert - Iuna,Calle Cartagena 340,Barcelona,Barcelona,Cataluña,08025,Hospitales especializados,Privados,N
081740,Centro Residencial Domusvi La Salut Josep Servat.,Calle Antequera 8-18,Barcelona,Barcelona,Cataluña,08024,Hospitales de media y larga estancia,Privados,N
081706,Centre Collserola Mutual,"Paseo Vall D'Hebron, 159",Barcelona,Barcelona,Cataluña,08035,Hospitales de media y larga estancia,Privados,N
081593,Parc Sanitari Sant Joan de Deu - Numancia,Calle Numancia 7-13,Barcelona,Barcelona,Cataluña,08029,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081574,Clínica Lluria,Pasaje Mercader 14,Barcelona,Barcelona,Cataluña,08008,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081379,Hospital Sociosanitari Mutuam Güell,Calle Mare de Deu de La Salut 49,Barcelona,Barcelona,Cataluña,08024,Hospitales de media y larga estancia,Privados,N
080641,Clínica Planas,Calle Pere Ir de Montcada 16,Barcelona,Barcelona,Cataluña,08034,Hospitales especializados,Privados,N
080556,"Serveis Clinics, S.A.",Calle Garcia Mariño 4,Barcelona,Barcelona,Cataluña,08022,Hospitales de media y larga estancia,Privados,N
080351,Hestia Palau.,"Calle Sant Antoni Maria Claret , 135",Barcelona,Barcelona,Cataluña,08025,Hospitales de media y larga estancia,Privados,N
080312,Nou Hospital Evangelic,Calle Ciutat de Granada 108,Barcelona,Barcelona,Cataluña,08018,Hospitales de media y larga estancia,Privados,N
081672,Hospital Sanitas Cima,Paseo Manuel Girona 33,Barcelona,Barcelona,Cataluña,08034,Hospitales Generales,Privados,N
080180,Hospital El Pilar,Calle Balmes 271,Barcelona,Barcelona,Cataluña,08006,Hospitales Generales,Privados,N
081751,Clínica Creu Blanca,"Paseo Reina Elisenda de Montcada, 17",Barcelona,Barcelona,Cataluña,08034,Hospitales Generales,Privados,N
081829,Centre Fórum,"Calle Llull, 410",Barcelona,Barcelona,Cataluña,08019,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
080109,Hospital Clinic de Barcelona,Calle Villarroel 170,Barcelona,Barcelona,Cataluña,08036,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
080057,Hospital del Mar,Paseo Maritim de La Barceloneta 25-29,Barcelona,Barcelona,Cataluña,08003,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
